Id,SalePrice
1461,116516.61571441373
1462,154118.91417778606
1463,175895.79953566784
1464,199059.15666645684
1465,201740.48198674512
1466,169148.0498682943
1467,175765.99732457643
1468,166697.17425966894
1469,185909.2368377342
1470,122096.95106728731
1471,168695.47762624052
1472,100045.68170725217
1473,95702.07277252452
1474,148080.4247879334
1475,116648.72081387973
1476,336463.4466659441
1477,258823.084012848
1478,336391.5305169599
1479,351247.10189526004
1480,498662.7260061998
1481,330194.1064366208
1482,233966.37453878415
1483,164726.87679791148
1484,164709.61719637754
1485,204737.77198703072
1486,186156.39998069976
1487,333959.1533574672
1488,219961.676987005
1489,190075.4385535647
1490,233293.82990794483
1491,191381.97971596717
1492,88456.19532029056
1493,180216.32666898216
1494,287441.93862947734
1495,290102.6916768338
1496,239951.46830575512
1497,168726.80398080728
1498,204144.07127829158
1499,174371.36622472914
1500,162131.47740675596
1501,171144.66773524773
1502,154401.50576829244
1503,217728.5458126752
1504,243773.37355457063
1505,224768.49603532156
1506,185943.76857310225
1507,224407.9796840592
1508,205156.89767630238
1509,168252.97048624218
1510,144282.77311261967
1511,161407.62209681552
1512,160409.78914595782
1513,151027.31265116995
1514,143152.33675344315
1515,197254.73902677078
1516,150645.5158762388
1517,152627.11498218653
1518,126919.69044333816
1519,193815.54810141935
1520,128361.18797119297
1521,123297.54707786537
1522,170724.4219284215
1523,113164.0394241275
1524,122900.11685560286
1525,122102.34441974103
1526,115825.37183119521
1527,108335.90475163999
1528,126392.2900234688
1529,158227.1659767381
1530,193404.1157103809
1531,124305.60011079127
1532,94623.19930536022
1533,138327.08495364178
1534,96311.59596310722
1535,137048.77947946815
1536,104064.02048176227
1537,81548.37355373582
1538,135957.40137448433
1539,215381.27272617212
1540,84008.24813823981
1541,157742.31324055625
1542,128937.8313715709
1543,186041.02855347082
1544,85450.72479927933
1545,123347.73581940563
1546,153315.75862246408
1547,145819.27471913036
1548,142512.65226000448
1549,130019.72352698793
1550,146022.97571833554
1551,98072.09949223437
1552,140331.92309104922
1553,135421.94574693157
1554,125561.72253771352
1555,158674.5832083802
1556,91159.00938302993
1557,102271.77210682245
1558,103316.63420873147
1559,64003.124410615994
1560,143779.80994587066
1561,103114.52495220414
1562,137001.10900495012
1563,119414.89599495294
1564,158681.92492244655
1565,151233.46145040644
1566,246405.27292621578
1567,80629.03172383229
1568,258421.48669364816
1569,131196.20198304454
1570,148342.61203499525
1571,106731.17869338849
1572,129817.3605178953
1573,203174.15934994555
1574,117314.17983435858
1575,226116.76006584207
1576,225156.63824579865
1577,192277.05934371898
1578,156329.33052377438
1579,143335.36913724872
1580,204159.59364816864
1581,158381.66583872135
1582,139921.64096758628
1583,291567.60234903137
1584,214106.72642670095
1585,137905.01279379762
1586,76922.00010607728
1587,123380.78695584745
1588,151461.24994170046
1589,94366.01335196571
1590,133278.63410197524
1591,95329.66702958939
1592,104610.89840631987
1593,125082.09669943228
1594,139077.55939590838
1595,144592.55445866226
1596,220791.91230670174
1597,217725.63451395204
1598,229493.6738487149
1599,169963.0058052914
1600,167287.43475631432
1601,73452.659390659
1602,117579.23550531226
